Mobile_Number,Age,Gender,Appointment_Date,Day_of_Week,Session_Type,Tattoo_Size,Tattoo_Style,Artist_Name,Session_Hours,Final_Rate,Additional_Services,Total_Bill,Payment_Mode,Customer_Satisfaction
3816941039,53,Male,2024-04-08,Monday,Pre-booked,Medium,Realism,Artist A,3,7927,None,7927,Card,1
5303329764,37,Female,2024-02-27,Tuesday,Walk-in,Small,Script,Artist B,1,49359,Aftercare Kit,49859,UPI,3
4926780541,52,Male,2024-06-18,Tuesday,Walk-in,Small,Custom,Artist B,2,34811,None,34811,Cash,3
3602078388,42,Male,2024-03-24,Sunday,Pre-booked,Small,Realism,Artist B,1,9416,Consultation Fee,10416,UPI,2
4811967841,52,Male,2024-08-22,Thursday,Pre-booked,Medium,Script,Artist B,2,13781,Consultation Fee,14781,Cash,1
3788075126,42,Male,2024-11-27,Wednesday,Pre-booked,Small,Custom,Artist A,2,40367,Consultation Fee,41367,UPI,5
4196342297,46,Female,2024-05-11,Saturday,Walk-in,Small,Minimalist,Artist A,1,47620,None,47620,Card,2
4986972437,35,Female,2024-04-05,Friday,Walk-in,Large,Script,Artist A,6,37809,None,37809,Card,4
4072910527,35,Female,2024-01-08,Monday,Walk-in,Sleeve/Back,Custom,Artist B,8,10867,None,10867,UPI,1
3323775634,19,Male,2024-06-21,Friday,Walk-in,Small,Script,Artist D,2,27760,None,27760,Cash,3
4903232052,52,Male,2024-05-31,Friday,Pre-booked,Small,Realism,Artist A,2,29103,Aftercare Kit,29603,Card,1
5363629219,33,Male,2024-10-17,Thursday,Pre-booked,Small,Tribal,Artist D,2,23198,None,23198,Card,1
3420514789,53,Male,2024-12-11,Wednesday,Walk-in,Medium,Minimalist,Artist C,3,31549,None,31549,UPI,1
3217275224,50,Male,2024-04-08,Monday,Walk-in,Large,Realism,Artist C,6,3632,None,3632,Cash,1
5321807489,21,Male,2024-03-30,Saturday,Walk-in,Small,Realism,Artist C,2,13722,None,13722,UPI,4
3063384488,50,Male,2024-11-08,Friday,Pre-booked,Small,Custom,Artist D,2,31732,None,31732,Card,3
3400560567,31,Female,2024-11-23,Saturday,Pre-booked,Large,Script,Artist A,4,40686,None,40686,Cash,1
4015242176,38,Female,2024-07-26,Friday,Walk-in,Medium,Minimalist,Artist B,3,48703,None,48703,UPI,4
3714300770,37,Other,2024-08-06,Tuesday,Walk-in,Small,Realism,Artist C,1,15233,Aftercare Kit,15733,Cash,2
4745535098,25,Female,2024-09-20,Friday,Pre-booked,Medium,Custom,Artist C,4,31798,None,31798,Card,1
5085812759,24,Female,2024-06-16,Sunday,Pre-booked,Small,Minimalist,Artist D,1,7910,Consultation Fee,8910,Cash,4
5067418686,20,Male,2024-02-14,Wednesday,Pre-booked,Small,Script,Artist A,2,18389,Piercing,19889,Card,5
3918037633,34,Female,2024-07-24,Wednesday,Walk-in,Large,Realism,Artist C,4,23238,None,23238,UPI,2
4722454917,50,Female,2024-12-08,Sunday,Walk-in,Large,Realism,Artist B,6,47332,Consultation Fee,48332,Card,3
3251837136,29,Male,2024-02-18,Sunday,Pre-booked,Medium,Realism,Artist B,2,44505,None,44505,Card,1
3707111048,39,Male,2024-04-04,Thursday,Walk-in,Sleeve/Back,Minimalist,Artist B,9,48626,Piercing,50126,Card,1
4627677155,39,Female,2024-03-12,Tuesday,Walk-in,Medium,Minimalist,Artist C,4,12747,Aftercare Kit,13247,Cash,4
3009257255,47,Male,2024-09-01,Sunday,Pre-booked,Large,Minimalist,Artist D,5,49079,Consultation Fee,50079,Card,3
4676848676,25,Female,2024-06-14,Friday,Walk-in,Medium,Minimalist,Artist B,3,10096,Aftercare Kit,10596,UPI,5
4139038460,44,Female,2024-05-07,Tuesday,Pre-booked,Large,Custom,Artist D,4,7976,None,7976,UPI,2
4954246074,44,Male,2024-01-04,Thursday,Walk-in,Sleeve/Back,Tribal,Artist B,7,9481,Piercing,10981,Cash,3
4225136114,51,Male,2024-05-13,Monday,Walk-in,Small,Custom,Artist A,1,48283,Consultation Fee,49283,Cash,1
4816803306,38,Male,2024-07-15,Monday,Pre-booked,Sleeve/Back,Realism,Artist A,7,31451,Aftercare Kit,31951,UPI,4
5387006772,47,Male,2024-04-30,Tuesday,Walk-in,Large,Custom,Artist A,5,43554,Piercing,45054,Card,5
5090237817,50,Male,2024-08-16,Friday,Pre-booked,Large,Script,Artist B,5,25785,None,25785,Card,4
3664847319,45,Female,2024-05-16,Thursday,Pre-booked,Small,Minimalist,Artist B,2,7590,Aftercare Kit,8090,UPI,2
3815605132,50,Male,2024-06-17,Monday,Walk-in,Large,Script,Artist C,4,36328,None,36328,Card,3
4274350418,22,Male,2024-06-03,Monday,Pre-booked,Large,Script,Artist C,5,48352,None,48352,Card,4
3935018220,36,Male,2024-10-25,Friday,Walk-in,Small,Realism,Artist A,1,27171,None,27171,UPI,4
3251183830,21,Female,2024-10-20,Sunday,Pre-booked,Sleeve/Back,Minimalist,Artist A,6,49636,None,49636,UPI,1
5487560384,52,Male,2024-01-06,Saturday,Walk-in,Small,Script,Artist A,2,35532,Aftercare Kit,36032,Cash,4
5328710672,34,Male,2024-05-13,Monday,Pre-booked,Small,Realism,Artist B,2,42112,Piercing,43612,Cash,5
3261810763,45,Female,2024-11-30,Saturday,Walk-in,Medium,Minimalist,Artist A,4,12479,None,12479,Cash,3
4346922426,47,Female,2024-07-03,Wednesday,Pre-booked,Medium,Tribal,Artist A,2,26817,None,26817,UPI,2
3245522987,46,Male,2024-12-20,Friday,Pre-booked,Medium,Realism,Artist D,3,38067,None,38067,Cash,4
3215359682,23,Female,2024-04-30,Tuesday,Pre-booked,Small,Custom,Artist D,1,26943,None,26943,Cash,5
5509023674,52,Male,2024-02-01,Thursday,Walk-in,Sleeve/Back,Minimalist,Artist A,6,4877,Consultation Fee,5877,UPI,2
5047791082,54,Male,2024-12-07,Saturday,Walk-in,Small,Script,Artist B,2,13199,Aftercare Kit,13699,Cash,5
5159725924,41,Male,2024-03-01,Friday,Pre-booked,Small,Script,Artist B,2,23967,None,23967,Cash,4
5281169403,46,Male,2024-08-26,Monday,Pre-booked,Small,Custom,Artist C,1,39060,None,39060,Cash,4
3676168421,48,Female,2024-06-06,Thursday,Walk-in,Medium,Custom,Artist B,2,45222,Consultation Fee,46222,Cash,3
3244295904,52,Male,2024-03-22,Friday,Pre-booked,Sleeve/Back,Script,Artist A,10,11836,None,11836,Card,1
5181106786,50,Male,2024-07-26,Friday,Walk-in,Medium,Minimalist,Artist C,2,12624,Piercing,14124,UPI,5
3344076115,38,Female,2024-12-17,Tuesday,Pre-booked,Large,Realism,Artist B,5,11476,Piercing,12976,UPI,1
3798112150,49,Female,2024-09-14,Saturday,Walk-in,Small,Custom,Artist A,1,13722,None,13722,Card,1
3294296873,40,Male,2024-12-26,Thursday,Walk-in,Medium,Custom,Artist B,2,48664,None,48664,Card,2
3291889680,50,Female,2024-06-08,Saturday,Pre-booked,Medium,Custom,Artist B,4,5362,None,5362,Card,2
4010193046,20,Male,2024-12-19,Thursday,Walk-in,Medium,Tribal,Artist B,3,29497,Aftercare Kit,29997,Cash,5
4734202799,35,Female,2024-03-01,Friday,Pre-booked,Small,Minimalist,Artist A,2,22189,Piercing,23689,Cash,1
3514909066,42,Female,2024-11-23,Saturday,Pre-booked,Medium,Minimalist,Artist B,3,22284,None,22284,UPI,3
5446737272,48,Female,2024-05-31,Friday,Walk-in,Medium,Minimalist,Artist A,3,49851,Consultation Fee,50851,Cash,1
4057486868,20,Male,2024-07-07,Sunday,Walk-in,Large,Minimalist,Artist C,5,31245,None,31245,Cash,2
5486438403,41,Male,2024-11-10,Sunday,Pre-booked,Medium,Minimalist,Artist A,3,20925,None,20925,Card,1
5553440342,49,Male,2024-04-23,Tuesday,Walk-in,Small,Script,Artist A,1,43055,None,43055,Card,4
3170689150,39,Male,2024-04-22,Monday,Pre-booked,Medium,Custom,Artist C,2,13842,Consultation Fee,14842,Cash,4
3352116052,40,Male,2024-03-09,Saturday,Pre-booked,Small,Script,Artist C,1,9704,None,9704,Cash,3
4800557283,19,Female,2024-09-01,Sunday,Pre-booked,Large,Tribal,Artist D,6,10622,Consultation Fee,11622,Card,5
5506853388,44,Male,2024-03-19,Tuesday,Walk-in,Medium,Realism,Artist B,3,15294,Aftercare Kit,15794,UPI,1
5427631155,19,Male,2024-08-20,Tuesday,Walk-in,Small,Custom,Artist A,1,2231,Aftercare Kit,2731,Cash,4
5245334677,43,Female,2024-11-06,Wednesday,Walk-in,Sleeve/Back,Tribal,Artist C,8,42800,Consultation Fee,43800,Card,5
4358798143,34,Male,2024-07-10,Wednesday,Walk-in,Medium,Script,Artist C,4,18587,None,18587,Card,4
4119980130,50,Female,2024-07-31,Wednesday,Pre-booked,Small,Realism,Artist A,1,2800,Piercing,4300,UPI,5
3877286584,26,Male,2024-12-25,Wednesday,Pre-booked,Medium,Tribal,Artist D,2,32057,Piercing,33557,Card,5
4349409434,46,Male,2024-10-08,Tuesday,Walk-in,Small,Realism,Artist A,1,34612,None,34612,Cash,4
4025148381,43,Male,2024-08-29,Thursday,Walk-in,Large,Tribal,Artist D,6,34679,Aftercare Kit,35179,Card,2
4140805649,52,Male,2024-10-02,Wednesday,Walk-in,Large,Script,Artist D,6,37618,None,37618,UPI,5
4699887270,42,Female,2024-12-06,Friday,Pre-booked,Sleeve/Back,Realism,Artist C,7,2376,Piercing,3876,Cash,1
3562117925,41,Male,2024-04-21,Sunday,Walk-in,Medium,Tribal,Artist D,2,41844,Aftercare Kit,42344,Card,4
4288477634,30,Male,2024-05-06,Monday,Pre-booked,Medium,Script,Artist C,4,34339,None,34339,Cash,2
4963764597,24,Male,2024-12-14,Saturday,Walk-in,Large,Custom,Artist A,5,17589,Aftercare Kit,18089,Cash,4
4357970698,53,Male,2024-11-01,Friday,Pre-booked,Small,Script,Artist B,2,16213,None,16213,Card,3
3311570307,37,Female,2024-02-11,Sunday,Pre-booked,Medium,Script,Artist A,2,40591,Piercing,42091,Cash,1
3040009587,18,Male,2024-09-26,Thursday,Walk-in,Medium,Custom,Artist B,2,45219,Aftercare Kit,45719,UPI,3
4968321319,25,Female,2024-08-16,Friday,Walk-in,Small,Script,Artist C,2,33176,Aftercare Kit,33676,UPI,5
5418039268,33,Female,2024-09-27,Friday,Pre-booked,Medium,Custom,Artist B,4,31736,Aftercare Kit,32236,Card,5
3429416213,31,Female,2024-12-26,Thursday,Walk-in,Large,Custom,Artist B,6,28879,Aftercare Kit,29379,Card,3
3314652384,29,Female,2024-07-04,Thursday,Pre-booked,Large,Custom,Artist C,5,30958,None,30958,Card,3
5309122187,40,Male,2024-02-09,Friday,Pre-booked,Small,Tribal,Artist D,1,7203,Consultation Fee,8203,Cash,5
3915490795,32,Male,2024-10-15,Tuesday,Pre-booked,Small,Realism,Artist A,1,41401,Piercing,42901,UPI,2
5172758220,45,Male,2024-02-27,Tuesday,Pre-booked,Small,Tribal,Artist B,1,41328,Consultation Fee,42328,UPI,1
4139027119,51,Female,2024-02-01,Thursday,Walk-in,Large,Custom,Artist A,5,2430,None,2430,Cash,4
3568896616,19,Other,2024-10-07,Monday,Walk-in,Small,Realism,Artist C,2,18037,None,18037,Cash,3
4498981529,49,Male,2024-09-15,Sunday,Pre-booked,Large,Realism,Artist A,5,37870,None,37870,Cash,1
3295456419,40,Female,2024-04-13,Saturday,Walk-in,Small,Custom,Artist C,2,20226,None,20226,UPI,4
4049193572,39,Male,2024-10-20,Sunday,Pre-booked,Medium,Realism,Artist A,3,42616,Piercing,44116,UPI,4
4587106770,42,Female,2024-10-01,Tuesday,Walk-in,Small,Realism,Artist A,1,43198,Consultation Fee,44198,UPI,3
4224011538,39,Male,2024-03-17,Sunday,Walk-in,Large,Tribal,Artist D,5,38539,None,38539,UPI,2
3677517496,39,Other,2024-03-25,Monday,Pre-booked,Small,Realism,Artist A,2,15607,None,15607,Card,2
4881988384,23,Female,2024-06-16,Sunday,Walk-in,Medium,Custom,Artist B,3,5205,Consultation Fee,6205,UPI,1
5333103372,32,Male,2024-09-23,Monday,Pre-booked,Small,Minimalist,Artist A,1,14113,Consultation Fee,15113,UPI,1
4299301222,54,Male,2024-08-14,Wednesday,Pre-booked,Large,Minimalist,Artist B,4,11716,None,11716,Card,5
5271782991,50,Male,2024-02-29,Thursday,Pre-booked,Large,Minimalist,Artist B,5,5608,None,5608,Card,2
3033599984,25,Male,2024-12-14,Saturday,Pre-booked,Small,Custom,Artist B,1,44813,Consultation Fee,45813,UPI,1
5381998678,22,Male,2024-04-15,Monday,Pre-booked,Large,Minimalist,Artist A,4,24873,None,24873,Card,5
4285821930,21,Female,2024-10-25,Friday,Pre-booked,Medium,Tribal,Artist B,2,4406,Piercing,5906,UPI,4
3444900634,23,Female,2024-09-07,Saturday,Walk-in,Small,Custom,Artist C,1,11527,Aftercare Kit,12027,UPI,1
3576775951,49,Male,2024-02-16,Friday,Pre-booked,Medium,Custom,Artist C,2,4125,Consultation Fee,5125,UPI,5
4135872495,47,Male,2024-09-18,Wednesday,Pre-booked,Small,Custom,Artist B,1,45712,Consultation Fee,46712,UPI,2
3495762348,52,Female,2024-08-16,Friday,Pre-booked,Large,Realism,Artist C,6,39885,Aftercare Kit,40385,Card,4
3459716009,33,Female,2024-01-29,Monday,Pre-booked,Large,Realism,Artist A,6,41536,None,41536,UPI,1
5376077463,30,Male,2024-08-20,Tuesday,Walk-in,Small,Realism,Artist A,1,21558,Consultation Fee,22558,Card,2
3667643690,47,Female,2024-03-08,Friday,Pre-booked,Medium,Script,Artist A,2,23699,None,23699,Cash,4
4169726681,36,Male,2024-09-19,Thursday,Pre-booked,Large,Tribal,Artist A,5,7747,Aftercare Kit,8247,Cash,3
4210133979,34,Male,2024-07-31,Wednesday,Walk-in,Sleeve/Back,Custom,Artist A,6,5213,Aftercare Kit,5713,Card,2
3904647469,36,Male,2024-08-21,Wednesday,Pre-booked,Medium,Custom,Artist B,3,9136,None,9136,Card,3
4472659626,45,Male,2024-10-15,Tuesday,Pre-booked,Sleeve/Back,Realism,Artist C,8,29325,None,29325,UPI,1
3874443787,43,Male,2024-01-30,Tuesday,Pre-booked,Medium,Custom,Artist D,4,13681,None,13681,Card,5
4133802214,54,Female,2024-10-13,Sunday,Pre-booked,Small,Custom,Artist A,1,12573,None,12573,Card,1
5170715377,43,Female,2024-08-24,Saturday,Pre-booked,Large,Minimalist,Artist C,6,46046,Consultation Fee,47046,Cash,2
5098228320,40,Female,2024-12-10,Tuesday,Walk-in,Medium,Custom,Artist D,2,20637,Piercing,22137,Cash,3
4078557553,26,Male,2024-06-06,Thursday,Pre-booked,Medium,Script,Artist C,4,42048,None,42048,UPI,3
3218179599,29,Male,2024-01-12,Friday,Walk-in,Medium,Realism,Artist A,2,45314,None,45314,Cash,4
3396418889,18,Female,2024-07-21,Sunday,Pre-booked,Large,Tribal,Artist A,6,47319,None,47319,UPI,1
4819244083,18,Male,2024-05-10,Friday,Pre-booked,Large,Tribal,Artist A,4,47865,None,47865,UPI,1
4188332531,51,Male,2024-01-02,Tuesday,Walk-in,Medium,Minimalist,Artist B,2,40991,None,40991,Card,2
3189351213,49,Male,2024-04-21,Sunday,Walk-in,Small,Tribal,Artist C,1,39505,Consultation Fee,40505,UPI,3
3015228622,42,Female,2024-10-23,Wednesday,Pre-booked,Medium,Tribal,Artist A,3,38842,None,38842,Card,2
4432614422,18,Male,2024-02-07,Wednesday,Walk-in,Medium,Realism,Artist A,3,13627,None,13627,Cash,2
3561866144,33,Male,2024-01-24,Wednesday,Pre-booked,Small,Realism,Artist C,2,31841,None,31841,UPI,3
4125089309,22,Female,2024-08-04,Sunday,Walk-in,Large,Script,Artist C,4,39943,Aftercare Kit,40443,UPI,2
3693989311,39,Male,2024-06-25,Tuesday,Walk-in,Medium,Minimalist,Artist B,4,25605,Piercing,27105,Cash,3
4897669065,46,Male,2024-12-24,Tuesday,Pre-booked,Small,Tribal,Artist C,2,4348,Aftercare Kit,4848,Cash,2
5369449369,20,Male,2024-02-02,Friday,Pre-booked,Small,Script,Artist B,2,8103,Piercing,9603,Cash,5
4836901321,29,Male,2024-10-04,Friday,Pre-booked,Small,Minimalist,Artist A,1,21614,None,21614,Cash,2
5409076656,43,Female,2024-01-31,Wednesday,Walk-in,Sleeve/Back,Tribal,Artist B,7,23156,Aftercare Kit,23656,UPI,2
3041531046,33,Male,2024-02-05,Monday,Pre-booked,Small,Tribal,Artist C,1,26154,Piercing,27654,Card,5
3480494664,54,Male,2024-08-29,Thursday,Pre-booked,Small,Realism,Artist D,2,26834,Piercing,28334,Card,1
3323169889,39,Female,2024-01-17,Wednesday,Pre-booked,Medium,Custom,Artist A,3,6434,None,6434,UPI,3
3640183291,46,Female,2024-05-26,Sunday,Pre-booked,Small,Minimalist,Artist B,1,30005,None,30005,Card,4
5343292475,31,Female,2024-07-28,Sunday,Pre-booked,Small,Tribal,Artist B,2,38075,Piercing,39575,Card,5
3154739678,45,Male,2024-04-02,Tuesday,Pre-booked,Small,Minimalist,Artist B,1,6254,Aftercare Kit,6754,UPI,1
4585770584,22,Male,2024-03-10,Sunday,Walk-in,Medium,Script,Artist A,3,21191,Piercing,22691,UPI,2
5501859536,47,Other,2024-11-24,Sunday,Pre-booked,Medium,Script,Artist B,2,32855,None,32855,UPI,1
5373077218,22,Female,2024-11-26,Tuesday,Walk-in,Small,Custom,Artist D,1,10817,Piercing,12317,Card,5
3636057975,29,Male,2024-08-03,Saturday,Pre-booked,Medium,Tribal,Artist C,3,9996,None,9996,UPI,2
4845919895,33,Male,2024-07-10,Wednesday,Walk-in,Sleeve/Back,Realism,Artist B,6,47522,Consultation Fee,48522,Cash,1
3547374338,43,Male,2024-07-14,Sunday,Pre-booked,Small,Tribal,Artist A,1,19984,Aftercare Kit,20484,Card,4
3179653598,43,Female,2024-08-17,Saturday,Pre-booked,Small,Minimalist,Artist A,2,23575,None,23575,UPI,3
4323959527,38,Male,2024-07-12,Friday,Walk-in,Small,Script,Artist B,1,36540,Piercing,38040,Cash,3
4566166314,53,Male,2024-07-11,Thursday,Walk-in,Medium,Minimalist,Artist D,4,29116,None,29116,UPI,5
3171347175,50,Male,2024-02-11,Sunday,Walk-in,Large,Custom,Artist D,4,36383,Piercing,37883,Card,2
4536778950,47,Female,2024-12-15,Sunday,Pre-booked,Small,Script,Artist B,2,15752,None,15752,Cash,2
3902271852,54,Female,2024-12-04,Wednesday,Pre-booked,Large,Realism,Artist B,6,47601,None,47601,UPI,3
4071722055,40,Male,2024-10-03,Thursday,Walk-in,Small,Script,Artist D,1,15700,None,15700,Cash,1
3441495235,27,Female,2024-03-09,Saturday,Pre-booked,Medium,Tribal,Artist B,3,42111,Piercing,43611,UPI,2
4519038154,22,Female,2024-11-30,Saturday,Walk-in,Large,Tribal,Artist C,6,5813,Piercing,7313,Cash,4
5404681399,53,Male,2024-06-27,Thursday,Pre-booked,Small,Script,Artist A,2,9163,Consultation Fee,10163,UPI,4
4745377599,51,Male,2024-03-01,Friday,Pre-booked,Medium,Custom,Artist C,3,39445,None,39445,Cash,2
3663801533,48,Male,2024-04-01,Monday,Walk-in,Small,Tribal,Artist B,1,49823,None,49823,Cash,2
4016779084,27,Female,2024-10-02,Wednesday,Pre-booked,Large,Tribal,Artist D,4,43220,Aftercare Kit,43720,Cash,3
3697939765,36,Female,2024-07-20,Saturday,Walk-in,Small,Realism,Artist C,2,36665,Aftercare Kit,37165,UPI,5
3760434128,49,Female,2024-09-27,Friday,Walk-in,Large,Script,Artist A,4,7745,Consultation Fee,8745,UPI,3
4770791023,18,Female,2024-03-06,Wednesday,Walk-in,Small,Tribal,Artist C,2,33697,Aftercare Kit,34197,UPI,5
3106456634,22,Male,2024-04-24,Wednesday,Walk-in,Large,Custom,Artist D,5,49452,Piercing,50952,Card,4
3770348179,21,Female,2024-01-02,Tuesday,Pre-booked,Small,Minimalist,Artist B,1,47131,Aftercare Kit,47631,Card,5
4426725702,33,Male,2024-01-12,Friday,Pre-booked,Large,Script,Artist A,4,41634,None,41634,Cash,3
4768294570,41,Male,2024-06-01,Saturday,Pre-booked,Small,Realism,Artist A,1,48321,None,48321,Card,2
4065870178,33,Female,2024-08-25,Sunday,Walk-in,Sleeve/Back,Tribal,Artist B,6,20821,None,20821,Cash,5
4145921803,19,Female,2024-12-10,Tuesday,Walk-in,Small,Custom,Artist B,1,29987,Consultation Fee,30987,UPI,3
3683749521,45,Male,2024-10-05,Saturday,Pre-booked,Small,Script,Artist C,2,41901,None,41901,UPI,4
3464267175,49,Female,2024-08-05,Monday,Pre-booked,Medium,Custom,Artist A,2,22741,None,22741,Card,5
4643004186,44,Female,2024-09-29,Sunday,Walk-in,Small,Custom,Artist D,1,19017,Aftercare Kit,19517,Cash,4
3166320906,37,Male,2024-07-13,Saturday,Pre-booked,Small,Realism,Artist A,1,36432,None,36432,UPI,4
5021598245,41,Other,2024-04-27,Saturday,Pre-booked,Sleeve/Back,Script,Artist A,6,39692,Consultation Fee,40692,Cash,1
3955345537,29,Male,2024-05-06,Monday,Pre-booked,Sleeve/Back,Tribal,Artist B,8,42844,Piercing,44344,Cash,5
3857158768,52,Male,2024-08-23,Friday,Pre-booked,Small,Realism,Artist B,1,25190,Consultation Fee,26190,Cash,3
4976987348,50,Male,2024-06-26,Wednesday,Walk-in,Sleeve/Back,Tribal,Artist A,9,10500,Aftercare Kit,11000,Card,5
4501771491,50,Female,2024-03-20,Wednesday,Walk-in,Medium,Minimalist,Artist A,3,42258,None,42258,UPI,5
4310784794,54,Female,2024-05-21,Tuesday,Pre-booked,Small,Custom,Artist A,2,38872,Piercing,40372,Card,4
3977515194,29,Male,2024-04-06,Saturday,Walk-in,Large,Minimalist,Artist C,5,34531,Piercing,36031,Cash,4
3957449367,20,Male,2024-02-27,Tuesday,Pre-booked,Medium,Custom,Artist C,2,36059,Aftercare Kit,36559,Card,4
3101637979,18,Female,2024-01-17,Wednesday,Pre-booked,Sleeve/Back,Realism,Artist B,6,49787,None,49787,UPI,4
3829486135,50,Male,2024-12-04,Wednesday,Walk-in,Small,Tribal,Artist C,1,43409,Consultation Fee,44409,Cash,3
4711398352,27,Female,2024-08-02,Friday,Pre-booked,Medium,Tribal,Artist C,2,34619,None,34619,Cash,2
4409874348,46,Female,2024-11-10,Sunday,Walk-in,Small,Realism,Artist A,2,34276,None,34276,UPI,1
4196591018,30,Male,2024-01-09,Tuesday,Pre-booked,Small,Script,Artist D,2,13790,Consultation Fee,14790,UPI,4
3298159856,29,Female,2024-05-03,Friday,Pre-booked,Small,Minimalist,Artist D,2,41938,Aftercare Kit,42438,UPI,4
4198832728,48,Male,2024-04-15,Monday,Pre-booked,Sleeve/Back,Minimalist,Artist A,9,17251,None,17251,UPI,1
4508161137,19,Other,2024-02-04,Sunday,Pre-booked,Large,Tribal,Artist A,6,48437,Aftercare Kit,48937,Cash,4
5187880715,52,Female,2024-02-21,Wednesday,Pre-booked,Large,Tribal,Artist A,4,21037,Aftercare Kit,21537,Cash,2
4716605598,40,Female,2024-10-31,Thursday,Pre-booked,Medium,Tribal,Artist A,2,14684,None,14684,Card,5
5303029031,34,Male,2024-01-18,Thursday,Pre-booked,Small,Realism,Artist C,1,2103,Piercing,3603,Card,1
4422277848,43,Female,2024-08-16,Friday,Walk-in,Small,Script,Artist B,1,9746,Piercing,11246,UPI,3
3118543408,25,Male,2024-11-02,Saturday,Walk-in,Small,Minimalist,Artist C,1,3571,Consultation Fee,4571,UPI,1
3495389030,46,Male,2024-12-10,Tuesday,Walk-in,Small,Custom,Artist C,1,32466,Consultation Fee,33466,UPI,2
4121910732,43,Male,2024-12-26,Thursday,Walk-in,Large,Realism,Artist C,5,42990,None,42990,Cash,3
3766942939,27,Female,2024-01-25,Thursday,Pre-booked,Medium,Minimalist,Artist C,3,9728,None,9728,UPI,5
5493613917,43,Male,2024-05-05,Sunday,Pre-booked,Small,Script,Artist A,2,15587,None,15587,UPI,4
4140169349,51,Female,2024-01-23,Tuesday,Pre-booked,Small,Realism,Artist B,2,42324,None,42324,Cash,1
3164313410,24,Female,2024-07-24,Wednesday,Walk-in,Small,Minimalist,Artist C,1,29173,Piercing,30673,UPI,3
3465585404,21,Male,2024-08-12,Monday,Pre-booked,Medium,Realism,Artist A,3,29134,Piercing,30634,Cash,1
4866437132,28,Female,2024-04-29,Monday,Walk-in,Sleeve/Back,Minimalist,Artist A,8,4981,Consultation Fee,5981,Cash,5
4484714820,46,Male,2024-10-03,Thursday,Pre-booked,Medium,Minimalist,Artist D,2,23875,Piercing,25375,UPI,1
4347233823,53,Female,2024-04-21,Sunday,Pre-booked,Large,Script,Artist C,4,24914,None,24914,UPI,3
4874297457,42,Female,2024-01-29,Monday,Walk-in,Medium,Custom,Artist A,3,38727,None,38727,Cash,2
5196545325,38,Male,2024-03-12,Tuesday,Walk-in,Small,Script,Artist C,2,43779,Aftercare Kit,44279,Card,3
3496694873,53,Female,2024-09-14,Saturday,Walk-in,Small,Minimalist,Artist C,2,15915,Aftercare Kit,16415,UPI,1
4654401763,27,Male,2024-05-28,Tuesday,Pre-booked,Large,Realism,Artist B,5,2740,Aftercare Kit,3240,UPI,5
5476426797,54,Male,2024-04-29,Monday,Pre-booked,Large,Script,Artist A,5,43983,Piercing,45483,UPI,4
3816382125,26,Female,2024-10-21,Monday,Pre-booked,Small,Custom,Artist D,2,15185,Aftercare Kit,15685,Cash,4
